row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,C18_Blank_resusp_GD5_01_19472.mzML Peak area,C18_Blank_resusp_GD5_01_19446.mzML Peak area,C18_Blank_resusp_GD5_01_19487.mzML Peak area,C18_Blank_resusp_GD5_01_19431.mzML Peak area,C18_Blank_resusp_GD5_01_19477.mzML Peak area,C18_Blank_resusp_GD5_01_19417.mzML Peak area,C18_Blank_resusp_GD5_01_19408.mzML Peak area,C18_Blank_resusp_GD5_01_19398.mzML Peak area,C18_Blank_resusp_TEMP_GD5_01_19492.mzML Peak area,C18_Blank_resusp_TEMP_GD5_01_19471.mzML Peak area,C18_Blank_resusp_TEMP_GD5_01_19397.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1noEx_GA6_01_19490.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1_GA6_01_19491.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1_GA6_01_19415.mzML Peak area,C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19474.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1_GA6_01_19447.mzML Peak area,C18_F1-1_F2-1_GB3_01_19411.mzML Peak area,C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19454.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19441.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19462.mzML Peak area,C18_F1-1_F2-1_GB3_01_19451.mzML Peak area,C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19426.mzML Peak area,C18_F1-1_F2-1_GB3_01_19435.mzML Peak area,C18_F1-1_NIST-3_GD1_01_19482.mzML Peak area,C18_F1-1_NIST-3_GD1_01_19449.mzML Peak area,C18_F1-1_F2-2_NIST-1_To-1_GA8_01_19429.mzML Peak area,C18_F1-1_F2-2_NIST-1_To-1_GA8_01_19489.mzML Peak area,C18_F1-1_NIST-1_GC7_01_19466.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19443.mzML Peak area,C18_F1-1_F2-2_NIST-1_To-1_GA8_01_19414.mzML Peak area,C18_F1-1_NIST-1_GC7_01_19469.mzML Peak area,C18_F1-1_NIST-3_GD1_01_19400.mzML Peak area,C18_F1-1_NIST-1_GC7_01_19464.mzML Peak area,C18_F1-1_To-3_GC6_01_19473.mzML Peak area,C18_F1-2_F2-1_NIST-1_To-1_GB2_01_19484.mzML Peak area,C18_F1-1_To-1_GC4_01_19421.mzML Peak area,C18_F1-1_To-3_GC6_01_19460.mzML Peak area,C18_F1-1_F2-3_GB5_01_19430.mzML Peak area,C18_F1-2_F2-1_NIST-1_To-1_GB2_01_19425.mzML Peak area,C18_F1-1_F2-3_GB5_01_19413.mzML Peak area,C18_F2-1_NIST-1_GD2_01_19467.mzML Peak area,C18_F1-1_F2-3_GB5_01_19406.mzML Peak area,C18_F1-2_F2-1_NIST-1_To-1_GB2_01_19485.mzML Peak area,C18_F1-1_To-3_GC6_01_19420.mzML Peak area,C18_F1-1_To-1_GC4_01_19445.mzML Peak area,C18_F1-3_NIST-1_GC8_01_19458.mzML Peak area,C18_F1-1_To-1_GC4_01_19423.mzML Peak area,C18_F1-3_F2-1_GB4_01_19416.mzML Peak area,C18_F1-3_F2-1_GB4_01_19463.mzML Peak area,C18_F1-3_F2-1_GB4_01_19448.mzML Peak area,C18_F2-1_NIST-1_GD2_01_19428.mzML Peak area,C18_F1-3_NIST-1_GC8_01_19407.mzML Peak area,C18_F2-1_NIST-3_GD4_01_19452.mzML Peak area,C18_F2-1_NIST-1_GD2_01_19476.mzML Peak area,C18_F2-1_NIST-3_GD4_01_19440.mzML Peak area,C18_F2-1_NIST-3_GD4_01_19403.mzML Peak area,C18_F1-3_To-1_GC5_01_19479.mzML Peak area,C18_F2-1_To-3_GB8_01_19401.mzML Peak area,C18_F1-3_To-1_GC5_01_19486.mzML Peak area,C18_F2-1_To-1_GB6_01_19483.mzML Peak area,C18_F2-3_NIST-1_GD3_01_19456.mzML Peak area,C18_F1-3_NIST-1_GC8_01_19424.mzML Peak area,C18_F1_GA1_01_19488.mzML Peak area,C18_F2-3_NIST-1_GD3_01_19480.mzML Peak area,C18_NIST_GA4_01_19419.mzML Peak area,C18_NIST_GA4_01_19461.mzML Peak area,C18_NIST_GA4_01_19439.mzML Peak area,C18_F2-1_To-1_GB6_01_19453.mzML Peak area,C18_F1-3_To-1_GC5_01_19433.mzML Peak area,C18_F2-1_To-1_GB6_01_19438.mzML Peak area,C18_F2-3_To-1_GB7_01_19409.mzML Peak area,C18_F2-1_To-3_GB8_01_19404.mzML Peak area,C18_F2-3_To-1_GB7_01_19457.mzML Peak area,C18_F2-3_NIST-1_GD3_01_19436.mzML Peak area,C18_F2-3_To-1_GB7_01_19434.mzML Peak area,C18_F2_GA2_01_19478.mzML Peak area,C18_F1_GA1_01_19418.mzML Peak area,C18_F2-1_To-3_GB8_01_19422.mzML Peak area,C18_To-1_NIST-1_GC1_01_19481.mzML Peak area,C18_To-1_NIST-1_GC1_01_19402.mzML Peak area,C18_To-1_NIST-3_GC3_01_19459.mzML Peak area,C18_blank_SPE_GA5_01_19470.mzML Peak area,C18_To-1_NIST-3_GC3_01_19450.mzML Peak area,C18_To-1_NIST-3_GC3_01_19468.mzML Peak area,C18_blank_SPE_GA5_01_19399.mzML Peak area,C18_To_GA3_01_19427.mzML Peak area,C18_F1_GA1_01_19410.mzML Peak area,C18_To-1_NIST-1_GC1_01_19442.mzML Peak area,C18_F2_GA2_01_19444.mzML Peak area,C18_To-3_NIST-1_GC2_01_19412.mzML Peak area,C18_blank_SPE_GA5_01_19437.mzML Peak area,C18_To_GA3_01_19475.mzML Peak area,C18_To-3_NIST-1_GC2_01_19455.mzML Peak area,C18_To_GA3_01_19465.mzML Peak area,C18_F2_GA2_01_19405.mzML Peak area,C18_To-3_NIST-1_GC2_01_19432.mzML Peak area,RA2_QCmix_bench_no_exclusion_RA2_01_19396.mzML Peak area,
572,546.3529878796463,8.534401354166668,55,56,[M+Na]+,,1,194,523.3635,49.32179999999626,58.59660000000517,36.9834000000008,43.64999999999952,67.15559999999209,56.51100000000547,83.35139999999751,79.87920000000138,68.42879999999457,90.71280000000307,161.55629999999928,68371.8489000012,98261.46419999967,74577.60750000077,151009.89630000017,99367.23000000029,31818.12239999998,154782.07949999926,75493.88759999927,74026.01969999966,37018.39380000021,176840.5605000013,52319.15520000022,339294.3071999973,326094.26010000124,85947.23460000103,86065.09890000078,204351.30390000268,85432.22790000103,92317.0827000007,185892.160799999,339687.0998999975,203634.20039999814,13824.64440000018,81241.17299999963,6513.975000000066,14139.424200000241,29656.66380000025,79970.61300000105,34500.16020000038,167060.9286000026,35223.55349999958,85041.01710000081,16895.991599999878,46371.040200000294,122870.6774999985,50961.28319999968,49863.292499999596,51357.311099999235,49867.18110000025,116791.53990000131,134562.2561999976,279806.7710999999,190783.78620000306,294093.13140000356,276386.35439999873,46875.76260000065,3313.1030999999557,49692.9317999997,7120.830300000076,90931.94189999904,126966.63480000215,70703.88990000047,95253.71969999917,150798.19560000175,291936.1565999951,339377.8100999999,8744.545500000051,58398.2180999997,6478.52699999994,11913.896399999967,3991.119299999984,14903.209499999924,100017.42179999931,20588.40240000002,19547.240399999937,76028.73779999805,3076.498799999954,181504.55849999905,84096.53040000018,253832.25210000077,73.70999999999609,200082.12270000193,228108.9806999992,96.20639999999973,293.2964999999993,74867.30760000063,167917.86299999937,22518.297600000147,44317.71929999947,486.29279999998715,725.9952000000098,57546.563399999184,0,25435.427999999967,72431.0861999995,94491.18870000156,
573,355.2839025508016,11.172180412371134,87,161,[M+H]+,,3,767;255;198,354.2766,165.94499999999775,230.37599999999225,110.31599999999631,184.61400000000728,79.69200000000953,243.34799999999,250.6320000000064,110.3159999999963,204.3089999999972,132.32699999999295,334.1520000000006,54733.785000001255,81691.10999999932,83875.05900000098,70379.82899999937,84916.73999999912,129292.4159999972,80298.62099999904,77397.02100000101,76044.57299999977,180465.66300000277,91241.32800000167,197492.37300000098,86288.40899999841,99971.73000000071,98978.78699999981,71154.63600000253,162312.7799999993,94788.3570000016,101120.36700000025,164409.695999998,131304.80999999828,167777.9430000013,79660.39799999841,119248.32299999952,179151.5579999968,89634.4860000017,115851.85499999985,138910.12200000134,125891.15399999928,406.94400000000536,121179.7349999985,144294.88200000048,97566.60899999813,193904.10899999712,260541.39599999785,204692.4629999958,227404.32600000006,210391.46700000257,260813.60999999967,137.30999999999813,280371.5220000052,223.23599999997856,467.70300000001436,248.5770000000065,835.9500000000164,224951.24699999957,679.3019999999859,225690.82500000313,114.6959999999968,353.1239999999765,306137.15100000205,288025.9829999981,387.2700000000212,210.9509999999888,163.21199999999453,221.21700000000476,805.127999999999,302110.29300000326,618.6540000000207,230.25599999998775,368.5080000000079,899.8560000000011,1358.601000000013,486.76500000000146,891.5549999999948,382886.33699999953,506.1690000000056,308.04600000000596,150.33599999999495,161.4599999999914,100.53600000000785,116.57999999999609,239.1630000000021,134.54999999999816,241.81199999999805,401216.4479999931,240.23399999999128,1132.820999999991,133.3799999999929,144.9630000000143,111.14100000000174,240.86399999999577,509.1840000000092,664.1039999999947,323.04600000000335,4562.931000000028,
574,497.25870473385834,13.40096451612903,,,,,,,,66.5849999999991,111.0899999999985,101.77499999999861,103.1549999999986,130.84800000000402,86.45699999999883,86.93999999999882,92.31299999999509,87.04800000000859,169.47599999999431,174.1680000000136,61966.85100000066,69364.2810000013,74108.75099999884,80119.19399999962,74283.51000000103,755.5319999999709,68757.86100000005,90827.84099999888,91244.39699999963,723.6720000000049,72527.0819999999,648.5279999999977,674.6310000000082,142.85700000001407,70686.34500000195,64153.136999999784,986.1089999999735,5409.567000000147,76492.61999999994,1061.8919999999816,277.4880000000145,627.7440000000113,4999.986000000086,54665.27999999822,105672.75300000067,7986.131999999752,1584.807000000002,61852.232999999935,2356.757999999959,2172.5550000000508,0,53247.08100000066,125647.8720000009,6435.6629999998895,0,7419.347999999977,695.5559999999789,901.3439999999969,1461.9149999999602,2222.6040000000435,0,1222.4700000000062,2525.711999999956,893.5289999999962,1390.9170000000042,65969.64300000013,5570.133000000137,65269.449000001325,3223.6919999998545,446.60700000000554,1954.9080000000004,536.5950000000126,285.6599999999961,72.65699999999615,427.22099999999233,388.80000000000035,2649.7590000000455,72977.20500000073,6790.791000000254,73633.60199999975,10882.914000000294,66106.01700000111,2052.648000000003,71233.95600000108,1836.4500000000014,708.0090000000023,118420.97400000045,2697.2879999998972,2933.922000000075,89271.90899999985,66.68999999999645,83269.32000000055,78751.7040000003,79.00499999999893,82316.4090000003,0,3426.0689999997753,1176.143999999996,8151.254999999786,83.54400000000652,46541.963999999745,8169.695999999949,7486.239000000129,1779.1829999999818,10076.837999999672,7508.8769999999995,
575,393.2610580305041,6.373734583333332,,,,,,,,80.41049999999949,96.17400000000218,200.1264000000016,89.07779999999813,0,114.06540000000666,106.10550000000363,107.84279999999941,50.36460000000227,52.43310000000008,123.06600000000192,15464.237099999835,21249.490200000124,12045.290100000073,16782.57600000014,15741.624299999989,11613.683099999978,12420.734400000028,18690.48240000013,22111.697999999833,16917.526499999844,18605.394900000047,20817.079799999323,13819.352399999849,14964.26400000018,18428.632800000192,11431.884299999889,23352.323699999928,17982.949800000228,13175.181600000162,27998.185499999767,15497.694900000159,19092.327899999706,23507.015999999756,24844.47209999999,27949.41239999974,22705.73339999976,12338.732999999891,24071.19600000001,12430.087499999787,4099.174200000024,19695.960299999944,24516.83940000033,18980.371799999906,45597.32879999986,26855.33099999994,33725.35800000018,18941.641799999998,21584.45490000012,21425.39280000008,2738.8134000000136,29337.222000000165,2900.6495999999815,4623.490200000021,3142.429799999999,3583.954499999982,26268.457799999902,13776.359399999998,37446.61950000025,28972.820099999903,8393.00310000002,30837.45840000072,28810.505400000067,5056.130700000031,301.73999999999796,385.9253999999976,561.9659999999981,28653.19950000005,30227.138699999683,32053.102799999906,8376.010200000037,34901.436300000016,14793.768000000062,7110.494700000008,29405.38709999996,9512.89139999989,33633.87689999989,31335.032400000186,7331.02440000002,5192.140799999956,3074.710499999991,254.05949999999558,3161.7924000000176,6994.435800000001,160.01849999999678,690.4127999999951,49767.766499999874,8944.329300000043,10497.892800000114,5519.6336999999985,136.1888999999956,14345.181299999997,23622.310199999927,9294.996300000177,8513.201700000034,12720.148499999945,7441.087199999998,
576,448.34175319750665,3.214568314606742,,,,,,,,0,53.09159999999979,0,0,0,0,40.855200000000295,36.660000000000466,56.51100000000129,58.26600000000132,0,37903.87590000004,54672.48810000001,42591.41279999989,47179.98869999996,61519.43849999973,86140.61430000007,50986.67610000007,41552.388900000136,45519.30599999984,108581.45370000048,51175.07400000037,124982.69429999996,23102.007299999932,22220.10509999992,82853.28509999937,70020.16110000013,38276.93490000014,54897.58260000007,103561.00379999979,39241.48799999992,31595.828999999878,27980.5368,37537.83449999995,57952.547100000156,44943.82170000018,35233.94190000012,142903.47569999992,63125.261399999865,157098.29879999958,80657.44949999983,150363.72119999997,60664.54710000007,26985.66390000002,39316.281299999966,52860.24270000025,39570.81270000008,81110.64929999983,87604.30769999986,88252.99080000006,63032.0598000001,66013.60170000004,52177.9196999999,78352.98240000024,56962.07729999984,58498.02150000001,47950.637999999875,32318.401500000124,47248.43369999991,82462.54740000045,123726.90720000048,63847.9665000001,57936.5861999999,118872.07830000014,0,73.9448999999993,92.17739999999874,80288.87940000041,53396.27669999993,93826.80870000014,86443.98480000018,49196.91689999984,109985.58810000017,120938.58539999944,116157.65309999966,141099.70499999946,81532.85039999992,51480.68790000005,29109.124499999918,23146.461299999894,15643.84439999998,57.817799999998385,13098.335099999978,13282.809899999967,54.99360000000032,13257.37380000001,79723.51980000021,31088.188800000124,171669.5648999989,35186.03490000023,45.00479999999982,0,45960.95579999999,47520.57810000014,164669.77890000137,286.76369999999986,6504.259500000045,
577,301.2138405674517,9.813140824742266,69,110,[M+Na]+,,1,288,278.2246,44.23410000000384,69.89999999999696,118.21289999999316,57.21299999999695,40.01399999999787,66.98820000000723,51.55260000000123,55.45800000000547,49.96980000000008,108.3470999999991,36.57000000000515,48385.90440000019,67638.59399999963,71359.41029999997,59108.21969999955,70371.71699999932,42471.23130000024,57801.11760000064,76236.85019999972,71228.20200000054,39157.829399999944,76702.29120000097,47394.135000000126,34804.84349999996,31815.509699999657,73647.7115999995,61659.870000000024,43539.0059999995,81533.82120000034,59481.805200000344,37982.185500000036,43900.69560000006,36868.995000000235,114635.33250000048,46417.41509999947,85653.24449999937,103845.04050000217,43497.181199999264,5786.67420000009,46305.64979999984,17041.552500000005,40844.36519999954,61688.77379999964,143730.36150000046,89833.42709999935,45823.491900000445,98217.87540000027,46898.80650000075,36997.79310000006,42229.12259999955,17451.97980000017,42897.7880999996,15582.518399999964,19660.54680000045,18496.260000000035,21226.82130000009,58232.998499998896,141157.7459999976,62625.03930000033,88029.63000000072,21496.48980000005,48257.1800999993,32406.769500000344,24031.55310000004,4793.6730000000125,8112.307199999936,10874.65320000005,88325.84460000083,60973.247399999236,116228.08230000072,69533.81400000033,205867.03559999916,67444.65330000104,30801.573300000106,79243.81649999971,24371.99250000004,56004.27539999997,189400.15889999532,137640.11460000128,114577.31339999678,74963.54580000072,65.34180000000433,61409.87669999971,58948.557900000436,54.61649999999981,74392.29600000064,53420.443800000714,143529.23519999965,29151.65009999997,185836.98600000396,115.2000000000001,246137.61900000024,179519.93700000222,204459.24960000534,45409.43790000003,241060.42170000102,35327.86589999958,
578,478.2926501132618,6.3419256989247295,,,,,,,,49.65630000000009,55.66589999999821,55.130399999999696,77.17860000000147,70.25520000000121,74.9579999999996,42.65250000000054,0,61.036199999997166,129.10320000000186,136.93259999999714,34215.904800000346,58429.043699999565,49430.055599999374,69214.36109999921,65727.24240000074,6322.895999999977,61342.21769999976,63341.16150000055,72984.14820000026,8306.392499999818,86645.58359999965,9468.923099999949,83755.09680000067,72279.04289999983,59819.11199999918,41385.78209999981,50113.91699999977,79691.4063,64855.520399999914,64064.288400000165,85938.2121,54855.8040000006,100035.6906000004,50128.47090000004,62889.434999999445,101707.60289999969,8127.971999999971,39460.56090000001,8253.350699999955,41025.43200000077,16388.404800000033,37966.66079999962,114169.9613999998,71388.52469999941,35452.104000000596,82551.95069999942,7002.41759999999,8531.335800000164,8363.43900000009,31329.363900000077,53176.36800000024,80667.1421999986,43635.80400000046,86306.92650000012,93887.16419999818,35824.57620000027,60765.37680000013,36507.66419999942,56660.845199999676,28404.705900000496,52691.87699999937,16399.368900000023,24423.586200000238,54874.84439999989,105427.49490000162,120333.21659999929,67351.94189999995,42742.71330000048,52726.42589999956,28560.723900000117,111253.6043999996,30702.41939999959,33937.99320000061,30548.325000000063,5467.694399999891,12519.286499999826,103900.86540000087,87946.49190000015,73696.72349999973,95502.86579999894,0,77064.70649999997,85501.85850000048,0,26637.077099999882,22898.070300000087,102705.52740000127,12438.072000000226,106197.02220000036,0,108388.82460000021,113313.9839999993,92880.13799999986,13421.062499999898,130992.93210000069,23948.249399999833,
579,363.2889830882615,9.983011397849465,71,116,[M-H2O+H]+,MS/MS verified: nloss,2,1641;1795,380.2922,0,168.16799999999455,77.03999999999951,100.73699999999465,67.80690000000277,67.33440000000883,56.65590000000009,100.94699999999862,0,56.92499999999923,103.80959999999519,41690.414999999506,60514.86450000157,57251.26350000097,57884.673000000184,72986.10570000169,98057.07180000131,66386.32680000104,58274.64269999932,58313.84850000035,135438.18119999644,75375.32339999816,148600.83299999734,80826.76350000066,87230.9579999982,66947.93670000038,53306.983800000016,136071.62129999988,67777.85790000064,69846.85679999997,128240.7284999983,93137.26799999672,130213.13399999731,65328.97949999859,83169.42299999714,133902.02999999747,77999.51369999953,77781.92849999922,109532.79750000188,88490.7341999987,284.09369999999046,71812.25759999872,108343.39529999977,88225.36739999855,155890.0101000014,232526.77470000266,158294.024099995,160979.6009999987,173701.8779999952,197047.5545999957,262.31399999999235,237979.3775999986,285.16319999998694,177.7338000000011,342.75000000000296,362.9933999999976,190918.84440000285,249.77999999999662,177346.6704000028,705.0354000000036,776.8466999999903,237603.30480000615,259167.7007999985,1655.8115999999882,95.35199999999679,72.00000000000006,171.087000000008,1833.1809000000012,229196.543400007,676.0079999999977,1245.6278999999763,442.8330000000007,575.31600000002,626.1495000000048,1001.6949000000031,578.4659999999903,307035.11669999966,652.5644999999824,130.01100000000278,157.6301999999973,446.6079000000034,44.65320000000151,188.06760000000438,50.32170000000008,254.89500000000808,130.8929999999982,308389.1156999937,103.0850999999972,708.8460000000057,218.07540000000455,124.35300000000078,0,172.74600000000027,0,2119.142999999987,302.89949999999334,3157.323900000003,
580,482.3597898430005,7.433531276595745,,,,,,,,36.276599999998886,0,0,41.0193000000008,35.72040000000074,50.54400000000115,66.3228000000006,0,89.67360000000085,74.83319999999767,48.562200000000075,63119.84250000041,86374.26749999908,68679.69750000014,100801.71510000009,94909.48169999973,78445.7688000005,117263.13600000118,67510.58370000056,80623.45619999993,115090.4469000005,138252.27330000076,138855.63540000026,154115.81460000182,162198.2756999996,118344.3897000005,81170.72159999932,160038.19499999977,94183.70250000028,120602.10389999958,138948.6774000004,193709.61240000103,140180.72939999818,37620.42629999984,99347.67990000037,79485.35609999947,45433.55100000025,66139.69560000041,100773.20579999976,110890.96170000047,101885.77260000081,115630.34459999987,99270.95999999928,49126.855799999765,85767.67590000023,158506.02390000102,96417.64980000001,101070.3531,127642.44360000032,136107.22470000136,73736.00879999931,210017.6853000003,142497.51329999976,107186.47920000067,153500.8523999997,177620.0387999985,115920.85859999947,10806.356099999939,109740.39179999927,38249.10389999998,81485.98259999989,195806.83949999962,153150.1056000003,87403.40399999918,79599.44999999976,157951.0728000007,181202.69159999958,43040.569799999845,147583.45619999978,46538.47230000003,8088.146399999921,21992.23410000003,33152.35199999985,99128.94479999987,56487.27750000013,20375.118000000013,200264.3031000012,21778.98150000007,68264.02019999978,55462.008299999725,114215.62589999943,87.77100000000061,91436.36369999994,103617.81600000033,58.0170000000019,70.40040000000144,201684.97859999965,77211.07049999975,38363.88360000002,35416.85190000003,105.35939999999609,342.0366000000024,41609.56200000032,148.94040000000228,75618.02339999944,47799.09629999985,50429.57639999988,
581,417.2997850040121,10.32262298850575,74,,,,,,,0,44.92799999999761,0,69.06899999999905,0,90.97799999999341,109.20000000000023,115.64999999999746,45.93600000000549,40.019999999999456,0,55414.79399999899,74490.04499999955,97216.8239999997,65146.482000000135,87726.9270000007,130023.27899999787,87006.66300000076,79328.5920000001,78582.10199999901,138964.20299999943,100280.93700000079,151064.11200000043,43185.47699999989,40912.61699999965,146371.36499999597,95781.37799999943,59419.68299999941,100120.62599999904,159423.9180000003,65385.147000000245,68960.46000000129,60679.61100000017,36421.154999999715,78831.53400000001,67010.79600000223,43002.32099999972,192794.32199999865,87971.32799999975,241890.7290000058,172606.33199999816,255848.1149999997,65711.88900000147,45628.52399999976,73570.2539999998,80394.28799999984,70165.07700000025,111752.32199999949,106484.2379999995,106757.93700000014,142143.76799999966,103268.13299999994,121554.75600000223,149333.24699999957,127421.25900000041,176652.69300000265,66800.72399999994,68762.41200000001,69371.08499999986,141163.69499999983,230966.6369999979,88375.44299999972,80045.40600000045,198613.99200000268,114.77700000000188,100.32000000000009,265.39200000000176,163894.84199999887,88040.61599999956,155309.40000000162,194628.29999999813,124329.08400000024,220921.44899999886,250774.05900000024,237326.5710000015,236792.03999999948,116839.20599999912,103767.0690000006,145.15200000000192,78.2340000000061,0,119.25900000000401,55.19999999999925,0,51.50399999999827,43.125000000006075,124426.98600000015,0,334753.6050000072,0,50.4599999999983,40.71599999999863,0,57.60000000000005,388851.449999999,0,27689.790000000205,
582,474.32109823160584,9.276124743589746,63,,,,,,,0,36.6659999999996,75.39750000000414,37.90800000000374,0,166.73999999999808,56.675099999999944,38.471999999999866,52.78050000000121,0,0,58682.027699999686,90811.28759999861,66978.46470000026,82047.65009999844,101792.85120000057,127837.62150000117,90004.70639999902,64087.760400001156,79086.60539999917,208188.09419999938,100411.38300000154,249410.90580000178,98938.67309999946,96950.32740000088,98102.82900000099,77451.54149999964,193136.10779999773,86200.66830000021,100702.41210000083,183731.865899997,121558.70999999988,187688.24580000294,98643.23190000142,168456.74219999748,205574.9532000002,86352.11730000157,123828.19319999992,149993.3606999986,130358.22030000214,301.49249999999626,134517.12930000044,162789.57479999994,112057.63619999819,230223.85710000384,345240.6315000001,241886.87969999952,252744.23909999462,282246.35129999835,317378.3889000019,168.4530000000006,368835.7271999988,95.0975999999995,0,103.6128000000005,118.43700000000311,316988.8368000037,371.0994000000054,315924.7374000035,387.0449999999996,216.94980000000461,391589.35170000297,421957.40369999973,395.62380000000326,56.58120000000281,0,54.00779999999887,461.5632000000022,365929.3872000058,270.97349999999835,146.7611999999978,180.34380000000064,413.5499999999954,823.9709999999693,306.0674999999997,0,506742.56130000105,244.35000000001145,0,0,0,0,71.9363999999965,0,48.594000000003135,0,518561.6277000001,0,1172.2215000000267,86.77799999999536,0,162.7206000000038,0,0,0,0,15546.103200000003,
583,247.24228442484892,10.996219587628863,85,,,,,,,125.78699999999462,109.42799999999517,107.98499999999854,176.1360000000039,121.09499999999835,141.45300000000674,94.067999999995,95.22599999999309,129.8700000000128,144.76800000000873,55.19999999999925,72835.54200000013,82340.60399999995,92278.0680000006,89332.25700000052,108189.72600000014,139695.94500000236,97487.14500000142,82834.64699999861,95017.64699999873,171888.67799999999,115691.8559999985,208630.57800000062,78693.87900000009,87759.10499999937,124998.56399999965,98296.91999999898,131469.31500000035,97008.49200000157,129813.036,124357.72799999896,109808.82300000089,120273.91799999868,70323.06899999986,133513.9799999977,145733.08799999917,82732.988999999,170153.3160000014,132777.88200000094,198702.16200000222,53425.06800000042,207707.7389999992,109106.74200000115,94015.05900000114,145520.91000000067,208340.2949999982,165201.64499999903,197988.8820000027,194904.6299999989,210893.90699999838,45250.84499999978,203037.6539999982,25358.421000001374,51937.34099999834,39244.16399999899,44896.19400000073,160757.24400000068,17389.718999999543,157115.6700000002,53789.445000001186,96434.49899999965,230532.58500000072,207336.85799999986,79650.13799999956,403.71599999999887,157.94099999999784,539.3220000000052,56836.989000000656,192514.1070000006,70733.87999999842,69036.93600000048,39911.28599999978,85727.12399999776,107252.52300000083,103810.12500000148,98718.6269999969,284069.8560000012,34074.74400000018,341.13000000000807,222.99900000000477,362.78999999998905,83.52000000000999,108.92399999999634,477.8909999999889,54.053999999997124,195.86699999999,268758.44399999786,58.46400000000699,133456.54800000228,340.9560000000155,250.30799999999505,589.6079999999968,429.441,593.7659999999975,160115.9459999972,72.96000000000006,28668.302999999883,
584,697.4129295774488,8.487577111111111,54,,,,,,,54.84959999999354,0,0,67.79640000000285,0,54.35849999999887,40.11660000000006,56.479499999998666,0,0,40.816200000001714,88350.9372000003,130261.76339999957,111635.34749999935,113425.24410000039,133193.56349999958,201906.4581000013,120091.50029999971,107352.22559999995,118337.44109999998,289220.5824000014,147278.2646999997,331917.7791000001,50659.77990000022,48973.752899999694,243707.68529999861,193255.9163999988,101600.00910000074,147423.55230000068,245726.00429999837,102998.30430000028,63394.91369999934,100407.8454,54075.0813000002,151551.57750000048,115298.41349999935,50836.598399999806,346565.0787000028,140303.02530000062,374159.30940000043,153984.259499999,375084.37530000246,161386.44029999938,64749.565499999735,120200.30160000014,163435.9134000006,141202.2456000013,210366.38549999904,247091.57339999994,241928.53050000122,121494.08609999904,200874.77550000156,83885.75549999937,171574.78110000072,99479.70599999983,96279.53609999991,161292.47010000062,38809.96590000001,159029.18790000002,167277.00450000042,260946.86100000035,186959.77529999855,200161.38779999982,256608.65130000046,99.12030000000006,203.59470000000232,166.41900000000544,176644.35209999973,193484.54969999936,209810.4009000006,157524.98340000125,103936.66770000024,263832.1185000001,300155.52060000127,298463.9369999991,328149.4608000002,264026.5803000005,97198.34340000062,1114.2147000000093,323.50500000000386,276.4860000000047,57.56399999999694,82.84139999999795,282.4848000000023,0,0,260419.09860000067,895.9775999999956,373228.1805000001,355.86599999999873,52.611900000001256,1182.2813999999978,386.5496999999949,387.8909999999977,416523.34199999913,433.7099999999996,43370.28059999982,
585,427.35669004827594,9.293166153846155,63,98,[M-2H2O+H]+,MS/MS verified: nloss,1,529,462.3704,38.89439999999453,0,0,41.06700000000405,64.63920000000428,44.69130000000007,36.37920000000278,38.12849999999987,0,0,41.69760000000048,38687.64419999812,55767.77159999714,49442.88299999814,50046.90119999826,64313.70450000364,86637.68369999916,53672.93999999953,43395.167699999925,53830.422299997845,126118.29599999741,61132.04670000068,139529.29139999492,22704.179399999677,23502.126600000254,93016.91520000287,74910.16799999928,38533.26179999976,57503.1449999996,102497.77080000433,40406.690999999635,26093.702699999878,42315.29100000045,20429.960700000178,59740.42409999988,26742.71700000129,11702.541600000102,149874.984600002,57920.900400001614,165626.39819999773,78587.36639999814,152120.22000000344,62541.83069999791,14799.90239999946,43935.82500000269,65862.80939999933,28499.213399999542,83864.3412000011,94698.7331999976,98068.3662000007,71074.41689999923,80508.17819999903,44473.26689999908,89990.59920000102,45427.364399999366,59456.15190000066,60018.251999997534,30019.250699999793,59396.41350000033,69535.3581000005,116849.64779999873,78790.98599999928,80212.00139999643,106081.5735000039,54.802799999995315,203.28690000000915,250.79760000000482,81062.40780000266,73978.00559999901,85616.72969999912,78305.03760000257,47567.38109999939,118760.79720000165,133125.72449999896,131270.63099999877,185090.0447999957,103954.253700003,44902.16040000152,145.72740000000027,77.85539999999838,305.22149999998464,67.13699999999909,89.85599999999522,144.25229999999553,0,121.37040000000376,101727.40049999965,448.6683000000023,170717.17949999927,165.77759999998443,0,99.0468000000057,174.21599999999984,174.4218000000023,187458.45330000413,751.6341000000058,11017.73400000006,
